"","mean","sd","median","lower2.5","upper97.5","diff"
"weightX[30,2]",0.02456,0.02409,0.0174,0.00075,0.08948,1
"weightX[31,2]",0.02696,0.02492,0.0194,0.00072,0.09309,1
"weightX[32,2]",0.02838,0.02823,0.01933,0.00067,0.10751,1
"weightX[33,2]",0.02654,0.02753,0.01885,0.00067,0.09789,1
"weightX[34,2]",0.02787,0.02722,0.02035,0.00078,0.10091,1
"weightX[35,2]",0.02744,0.02661,0.01937,0.00071,0.1012,1
"weightX[36,2]",0.02739,0.02574,0.01985,0.00085,0.09404,1
"weightX[37,2]",0.02719,0.0262,0.01969,0.00074,0.09597,1
"weightX[38,2]",0.02624,0.02438,0.01915,0.00067,0.09306,1
"yr.w[1,1]",0.31504,0.06759,0.31365,0.18667,0.45069,1
"yr.w[2,1]",0.33991,0.06656,0.33847,0.21289,0.4737,1
"yr.w[3,1]",0.14158,0.04727,0.13735,0.06122,0.24374,1
"yr.w[4,1]",0.10166,0.04368,0.09743,0.03084,0.19502,1
"yr.w[5,1]",0.10181,0.04429,0.0976,0.03166,0.20019,1
"yr.w[1,2]",0.25592,0.07205,0.2525,0.12868,0.40472,1
"yr.w[2,2]",0.33168,0.07799,0.32588,0.18853,0.49469,1
"yr.w[3,2]",0.17592,0.0619,0.17218,0.07023,0.30981,1
"yr.w[4,2]",0.11905,0.05715,0.11166,0.03213,0.25227,1
"yr.w[5,2]",0.11742,0.05277,0.11061,0.03736,0.24204,1
