"","mean","sd","median","lower2.5","upper97.5","diff"
"a[1,1]",0.69028,0.01564,0.68958,0.66037,0.72319,1
"a[2,1]",-0.00129,0.00278,-0.00104,-0.00748,0.00363,0
"a[3,1]",0.01044,0.01486,0.00981,-0.01826,0.04033,0
"a[4,1]",-0.00185,0.00276,-0.00187,-0.00826,0.00337,0
"a[5,1]",0.74156,0.05967,0.74126,0.62139,0.8653,1
"a[6,1]",-0.96714,114.3495,-0.83212,-230.88935,220.18623,0
"a[1,2]",0.68018,0.04016,0.67634,0.60291,0.77437,1
"a[2,2]",0.00777,0.04041,-0.00071,-0.07861,0.11692,0
"a[3,2]",0.00198,0.01329,0.00164,-0.02288,0.02997,0
"a[4,2]",-5e-04,0.00742,-0.00055,-0.01538,0.01431,0
"a[5,2]",0.81803,0.11978,0.81689,0.58238,1.05592,1
"a[6,2]",1.78319,114.60092,1.3931,-224.54199,227.26415,0
"a[1,3]",0.68997,0.01565,0.6893,0.66008,0.7221,1
"a[2,3]",-0.00112,0.00277,-0.00092,-0.00721,0.00395,0
"a[3,3]",0.01009,0.01505,0.00943,-0.01932,0.03984,0
"a[4,3]",-0.00195,0.00276,-0.00196,-0.00851,0.00317,0
"a[5,3]",0.7296,0.06587,0.73418,0.58192,0.8566,1
"a[6,3]",0.02733,114.68913,-1.12753,-224.94915,227.62517,0
"a[1,4]",0.69028,0.01565,0.68959,0.66089,0.72271,1
"a[2,4]",-0.00099,0.00279,-0.00084,-0.0069,0.00432,0
"a[3,4]",0.01102,0.01489,0.01032,-0.0173,0.04083,0
"a[4,4]",-0.00193,0.00274,-0.00194,-0.00839,0.00323,0
"a[5,4]",0.74229,0.05996,0.74153,0.62372,0.8697,1
"a[6,4]",0.23659,114.4329,-1.69215,-221.3798,226.42351,0
"a[1,5]",0.6895,0.01564,0.68892,0.65942,0.72102,1
"a[2,5]",-0.00111,0.00276,-0.00092,-0.00706,0.004,0
"a[3,5]",0.01048,0.01497,0.00976,-0.01847,0.04001,0
"a[4,5]",-0.00195,0.00277,-0.00195,-0.00856,0.00321,0
"a[5,5]",0.72994,0.06269,0.7341,0.58982,0.8507,1
"a[6,5]",-0.62797,115.10743,-1.34997,-222.7049,229.8,0
"a[1,6]",0.69009,0.01564,0.68951,0.66105,0.72233,1
"a[2,6]",-0.00122,0.00277,-0.00099,-0.00741,0.00374,0
"a[3,6]",0.00993,0.01501,0.00921,-0.01928,0.03929,0
"a[4,6]",-0.00182,0.00277,-0.00185,-0.00814,0.00342,0
"a[5,6]",0.74004,0.06137,0.74039,0.61679,0.86926,1
"a[6,6]",-0.30943,115.48086,-0.56504,-227.33842,225.53951,0
"a[1,7]",0.69017,0.01562,0.68951,0.66096,0.72262,1
"a[2,7]",-0.00105,0.00277,-0.00088,-0.00699,0.00404,0
"a[3,7]",0.01026,0.01491,0.00956,-0.0184,0.04013,0
"a[4,7]",-0.00186,0.00277,-0.00188,-0.0083,0.00335,0
"a[5,7]",0.72621,0.06271,0.73147,0.58496,0.84289,1
"a[6,7]",-0.45809,114.6985,-0.24702,-230.07809,222.36826,0
"a[1,8]",0.68957,0.01578,0.68907,0.65924,0.72181,1
"a[2,8]",-0.00132,0.00279,-0.00109,-0.00743,0.00365,0
"a[3,8]",0.00994,0.01518,0.00933,-0.02007,0.0393,0
"a[4,8]",-0.00193,0.00277,-0.00193,-0.00851,0.00325,0
"a[5,8]",0.72477,0.06621,0.73099,0.57237,0.8428,1
"a[6,8]",0.42415,115.0149,-0.70202,-223.68287,227.59081,0
"a[1,9]",0.6899,0.01576,0.68928,0.65982,0.72201,1
"a[2,9]",-0.00117,0.00278,-0.00096,-0.00711,0.00399,0
"a[3,9]",0.00992,0.01507,0.00929,-0.01924,0.03992,0
"a[4,9]",-0.00189,0.00277,-0.00192,-0.00837,0.0034,0
"a[5,9]",0.72904,0.06177,0.73279,0.59234,0.84612,1
"a[6,9]",-0.25974,114.79329,-0.11874,-225.07932,226.10852,0
"a[1,10]",0.69029,0.01557,0.68971,0.66085,0.72208,1
"a[2,10]",-0.00112,0.00277,-9e-04,-0.00718,0.00396,0
"a[3,10]",0.00952,0.01509,0.00893,-0.02018,0.03914,0
"a[4,10]",-0.00181,0.00279,-0.00187,-0.0083,0.00345,0
"a[5,10]",0.73233,0.06473,0.73549,0.59137,0.85666,1
"a[6,10]",-0.44462,114.82383,-0.91167,-226.61104,223.22996,0
"a[1,11]",0.6906,0.01569,0.69001,0.66091,0.72298,1
"a[2,11]",-0.00103,0.00276,-0.00085,-0.00696,0.0043,0
"a[3,11]",0.01121,0.01501,0.0105,-0.01712,0.0408,0
"a[4,11]",-0.00183,0.00277,-0.00188,-0.00822,0.00337,0
"a[5,11]",0.7327,0.05941,0.73502,0.6048,0.84975,1
"a[6,11]",-0.06748,114.88688,-0.44453,-223.59852,223.00851,0
"a[1,12]",0.68965,0.01569,0.68893,0.65986,0.72157,1
"a[2,12]",-0.00093,0.0028,-0.00078,-0.00686,0.00433,0
"a[3,12]",0.01087,0.01501,0.01023,-0.01752,0.04073,0
"a[4,12]",-0.00194,0.00276,-0.00196,-0.00838,0.00321,0
"a[5,12]",0.73278,0.06305,0.73575,0.59404,0.85686,1
"a[6,12]",-0.56572,114.40814,-0.75862,-223.97086,226.98581,0
"a[1,13]",0.68943,0.0157,0.6888,0.65981,0.72165,1
"a[2,13]",-0.00111,0.00279,-0.00092,-0.0073,0.00394,0
"a[3,13]",0.01059,0.01505,0.00986,-0.01835,0.04033,0
"a[4,13]",-0.00198,0.0028,-0.00199,-0.00865,0.00315,0
"a[5,13]",0.73528,0.0617,0.73798,0.60351,0.85659,1
"a[6,13]",-0.7781,114.35326,-2.10226,-222.23843,226.56333,0
"a[1,14]",0.69028,0.0157,0.68964,0.66058,0.72296,1
"a[2,14]",-0.00113,0.00275,-0.00095,-0.00705,0.00396,0
"a[3,14]",0.01009,0.01489,0.00945,-0.01894,0.03961,0
"a[4,14]",-0.00188,0.00277,-0.00188,-0.00838,0.00333,0
"a[5,14]",0.72048,0.0714,0.729,0.54786,0.84453,1
"a[6,14]",0.64418,115.02723,-0.37614,-223.41793,228.44408,0
"a[1,15]",0.69015,0.01563,0.6897,0.66046,0.72228,1
"a[2,15]",-0.001,0.00277,-0.00085,-0.00692,0.00424,0
"a[3,15]",0.01035,0.01493,0.00958,-0.01924,0.03987,0
"a[4,15]",-0.00193,0.00277,-0.00194,-0.00854,0.00322,0
"a[5,15]",0.72873,0.0646,0.73306,0.58522,0.85108,1
"a[6,15]",-0.48859,115.05191,-1.49537,-225.4169,226.91328,0
"a[1,16]",0.67864,0.04017,0.67514,0.59852,0.77234,1
"a[2,16]",0.01606,0.05103,-0.00082,-0.0533,0.1627,0
"a[3,16]",-0.00013,0.01351,1e-05,-0.02828,0.02588,0
"a[4,16]",-0.00296,0.00824,-0.00235,-0.02109,0.0115,0
"a[5,16]",0.63233,0.15917,0.63269,0.31485,0.94202,1
"a[6,16]",0.76803,115.59303,-0.27794,-225.49176,230.76798,0
"a[1,17]",0.67663,0.03979,0.67381,0.59555,0.76772,1
"a[2,17]",0.27041,0.38896,0.00033,-0.00933,0.95283,0
"a[3,17]",5e-04,0.01522,0.00034,-0.03087,0.03135,0
"a[4,17]",-0.03212,0.08968,-0.07948,-0.12784,0.10788,0
"a[5,17]",-0.02582,0.06789,-0.0249,-0.15952,0.10386,0
"a[6,17]",1.5138,115.00311,1.22248,-223.49075,227.78149,0
"a[1,18]",0.68047,0.04051,0.67621,0.60353,0.77585,1
"a[2,18]",0.01196,0.03744,-0.00065,-0.03868,0.12482,0
"a[3,18]",0.001,0.01314,0.00083,-0.02438,0.02749,0
"a[4,18]",-4e-05,0.00762,0.00016,-0.01572,0.01457,0
"a[5,18]",0.75861,0.13178,0.75863,0.50283,1.01411,1
"a[6,18]",1.59674,114.98048,0.12585,-222.12306,231.66633,0
"a[1,19]",0.68131,0.04053,0.67726,0.60381,0.77519,1
"a[2,19]",0.01841,0.0494,-0.00046,-0.04563,0.1601,0
"a[3,19]",0.00294,0.01359,0.00223,-0.02108,0.03255,0
"a[4,19]",-0.00247,0.00808,-0.00199,-0.0205,0.01186,0
"a[5,19]",0.76248,0.11774,0.76247,0.5346,0.99337,1
"a[6,19]",1.15348,114.13792,0.18311,-223.02798,224.9824,0
"a[1,20]",0.68068,0.04033,0.67661,0.60556,0.77513,1
"a[2,20]",0.01861,0.04797,-5e-05,-0.04665,0.14946,0
"a[3,20]",0.00169,0.0135,0.00145,-0.02481,0.03014,0
"a[4,20]",-0.00216,0.00783,-0.00179,-0.01841,0.0123,0
"a[5,20]",0.79202,0.12968,0.79174,0.53685,1.04125,1
"a[6,20]",0.43627,115.51149,-0.8468,-227.28825,228.66175,0
"a[1,21]",0.67853,0.03999,0.67498,0.59936,0.77166,1
"a[2,21]",0.01165,0.03687,-0.00073,-0.04003,0.11184,0
"a[3,21]",0.00073,0.01304,0.00057,-0.0256,0.0271,0
"a[4,21]",-0.00197,0.00692,-0.00173,-0.01556,0.01151,0
"a[5,21]",0.63241,0.17397,0.63418,0.28249,0.96964,1
"a[6,21]",0.88288,114.93521,0.29384,-224.01799,228.62104,0
"a[1,22]",0.68115,0.04019,0.67718,0.60306,0.77437,1
"a[2,22]",0.00644,0.03665,-0.0013,-0.07099,0.10773,0
"a[3,22]",-0.00095,0.01421,-0.00048,-0.03272,0.02509,0
"a[4,22]",-0.00159,0.00697,-0.00163,-0.01555,0.01239,0
"a[5,22]",0.88986,0.09449,0.88953,0.70725,1.0782,1
"a[6,22]",1.98667,114.45031,0.63953,-221.02104,228.51623,0
"a[1,23]",0.68918,0.01572,0.68869,0.65864,0.7207,1
"a[2,23]",-9e-04,0.00277,-0.00075,-0.00685,0.00454,0
"a[3,23]",0.01145,0.01496,0.01084,-0.01658,0.041,0
"a[4,23]",-0.00192,0.0028,-0.00196,-0.00848,0.00336,0
"a[5,23]",0.76259,0.06037,0.75714,0.65659,0.90222,1
"a[6,23]",0.12496,115.14485,-1.10765,-227.93486,224.14197,0
"a[1,24]",0.67993,0.0404,0.67604,0.60042,0.77424,1
"a[2,24]",0.02153,0.04898,-7e-05,-0.02363,0.15534,0
"a[3,24]",0.00157,0.01339,0.00132,-0.02438,0.02939,0
"a[4,24]",-0.0031,0.00781,-0.00266,-0.01895,0.01124,0
"a[5,24]",0.79871,0.12665,0.79871,0.54971,1.04595,1
"a[6,24]",0.45031,114.54968,-0.74829,-224.77853,226.58178,0
"a[1,25]",0.6799,0.04019,0.67613,0.60165,0.77418,1
"a[2,25]",-0.00619,0.03648,-0.00215,-0.10764,0.07492,0
"a[3,25]",0.00027,0.01342,0.00026,-0.0279,0.02661,0
"a[4,25]",0.00223,0.00705,0.00222,-0.01148,0.01633,0
"a[5,25]",0.82511,0.11575,0.82491,0.59839,1.05469,1
"a[6,25]",1.34881,114.5255,1.16471,-223.59036,226.98902,0
"a[1,26]",0.67569,0.0398,0.67305,0.59316,0.76783,1
"a[2,26]",-0.01224,0.03975,-0.00265,-0.12504,0.05025,0
"a[3,26]",-0.00152,0.01359,-0.00092,-0.03185,0.023,0
"a[4,26]",0.00216,0.00708,0.00192,-0.01146,0.01645,0
"a[5,26]",0.75845,0.08505,0.75803,0.58922,0.92505,1
"a[6,26]",2.0913,115.37579,-0.3106,-225.02865,229.61247,0
"a[1,27]",0.67741,0.03952,0.67447,0.59524,0.76783,1
"a[2,27]",0.00554,0.04243,-0.002,-0.06749,0.13765,0
"a[3,27]",0.00162,0.01316,0.00132,-0.02306,0.02916,0
"a[4,27]",-0.00037,0.00878,1e-05,-0.01824,0.01631,0
"a[5,27]",0.85718,0.05799,0.85755,0.74015,0.96873,1
"a[6,27]",0.81912,114.09547,0.69057,-225.86742,225.48181,0
"a[1,28]",0.68279,0.04091,0.67837,0.60697,0.77976,1
"a[2,28]",0.02473,0.05311,0.00036,-0.01443,0.17779,0
"a[3,28]",0.00011,0.01443,0.00037,-0.0312,0.02768,0
